PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33986451","Low ventilatory responsiveness to transient hypoxia or breath-holding predicts fast marathon performance in healthy middle-aged and older men","Paleczny B, Seredyński R, Wyciszkiewicz M, Nowicka-Czudak A, Łopusiewicz W, Adamiec D, Wiecha S, Mroczek D, Chmura P, Konefał M, Maćkała K, Chromik K, Pawlik D, Andrzejewski M, Chmura J, Ponikowski P, Ponikowska B.","Sci Rep. 2021 May 13;11(1):10255. doi: 10.1038/s41598-021-89766-4.","Paleczny B","Sci Rep","2021","2021/05/14","PMC8119959","","10.1038/s41598-021-89766-4"
"33985317","Do Patients Maintain Proper Long-Term Cardiopulmonary Fitness Levels After Cardiac Rehabilitation? A Retrospective Study Using Medical Records","Kim C, Choi HE, Jang JH, Song JH, Kim BO.","Ann Rehabil Med. 2021 Apr;45(2):150-159. doi: 10.5535/arm.20123. Epub 2021 Apr 30.","Kim C","Ann Rehabil Med","2021","2021/05/14","PMC8137381","","10.5535/arm.20123"
"33979328","The molecular and metabolic program by which white adipocytes adapt to cool physiologic temperatures","Mori H, Dugan CE, Nishii A, Benchamana A, Li Z, Cadenhead TS 4th, Das AK, Evans CR, Overmyer KA, Romanelli SM, Peterson SK, Bagchi DP, Corsa CA, Hardij J, Learman BS, El Azzouny M, Coon JJ, Inoki K, MacDougald OA.","PLoS Biol. 2021 May 12;19(5):e3000988. doi: 10.1371/journal.pbio.3000988. eCollection 2021 May.","Mori H","PLoS Biol","2021","2021/05/12","PMC8143427","","10.1371/journal.pbio.3000988"
"33974472","Two-year follow-up after a six-week high-intensity training intervention study with breast cancer patients: physiological, psychological and immunological differences","Schulz SVW, Schumann U, Otto S, Kirsten J, Treff G, Janni W, Huober J, Leinert E, Steinacker JM, Bizjak DA.","Disabil Rehabil. 2021 May 11:1-8. doi: 10.1080/09638288.2021.1921861. Online ahead of print.","Schulz SVW","Disabil Rehabil","2021","2021/05/11","","","10.1080/09638288.2021.1921861"
"33972634","Psychosis risk individuals show poor fitness and discrepancies with objective and subjective measures","Damme KSF, Sloan RP, Bartels MN, Ozsan A, Ospina LH, Kimhy D, Mittal VA.","Sci Rep. 2021 May 10;11(1):9851. doi: 10.1038/s41598-021-89301-5.","Damme KSF","Sci Rep","2021","2021/05/11","PMC8110757","","10.1038/s41598-021-89301-5"
"33969294","Validation of a Modified Submaximal Balke Protocol to Assess Cardiorespiratory Fitness in Individuals at High Risk of or With Chronic Health Conditions-A Pilot Study","Eike GSH, Aadland E, Blom EE, Riiser A.","Front Sports Act Living. 2021 Apr 22;3:642538. doi: 10.3389/fspor.2021.642538. eCollection 2021.","Eike GSH","Front Sports Act Living","2021","2021/05/10","PMC8100189","","10.3389/fspor.2021.642538"
"33969122","Handgrip Strength-Related Factors Affecting Health Outcomes in Young Adults: Association with Cardiorespiratory Fitness","Zhou M, Zha F, Chen Y, Liu F, Zhou J, Long J, Luo W, Huang M, Zhang S, Luo D, Li W, Wang Y.","Biomed Res Int. 2021 Apr 21;2021:6645252. doi: 10.1155/2021/6645252. eCollection 2021.","Zhou M","Biomed Res Int","2021","2021/05/10","PMC8084643","","10.1155/2021/6645252"
"33966233","Supine Cycling Exercise Enhances Cerebral Oxygenation of Motor-Related Areas in Healthy Male Volunteers","Sato D, Morishita S, Hotta K, Ito Y, Shirayama A, Kojima S, Qin W, Tsubaki A.","Adv Exp Med Biol. 2021;1269:295-300. doi: 10.1007/978-3-030-48238-1_47.","Sato D","Adv Exp Med Biol","2021","2021/05/09","","","10.1007/978-3-030-48238-1_47"
"33966232","Effects of 20-Minute Intensive Exercise on Subjects with Different Working Memory Bases","Qin W, Kojima S, Morishita S, Hotta K, Oyama K, Tsubaki A.","Adv Exp Med Biol. 2021;1269:289-294. doi: 10.1007/978-3-030-48238-1_46.","Qin W","Adv Exp Med Biol","2021","2021/05/09","","","10.1007/978-3-030-48238-1_46"
"33966204","Changes in the Laterality of Oxygenation in the Prefrontal Cortex and Premotor Area During a 20-Min Moderate-Intensity Cycling Exercise","Tsubaki A, Morishita S, Hotta K, Tokunaga Y, Qin W, Kojima S, Onishi H.","Adv Exp Med Biol. 2021;1269:113-117. doi: 10.1007/978-3-030-48238-1_18.","Tsubaki A","Adv Exp Med Biol","2021","2021/05/09","","","10.1007/978-3-030-48238-1_18"
"33965902","Improvement in the anti-inflammatory profile with lifelong physical exercise is related to clock genes expression in effector-memory CD4+ T cells in master athletes","de Souza Teixeira AA, Minuzzi LG, Lira FS, Gonçalves ASVP, Martinho A, Rosa Neto JC, Teixeira AM.","Exerc Immunol Rev. 2021;27:67-83.","de Souza Teixeira AA","Exerc Immunol Rev","2021","2021/05/09","","",""
"33958319","Classification of cardiorespiratory fitness using the six-minute walk test in adults: Comparison with cardiopulmonary exercise testing","Dourado VZ, Nishiaka RK, Simões MSMP, Lauria VT, Tanni SE, Godoy I, Gagliardi ART, Romiti M, Arantes RL.","Pulmonology. 2021 Nov-Dec;27(6):500-508. doi: 10.1016/j.pulmoe.2021.03.006. Epub 2021 May 4.","Dourado VZ","Pulmonology","2021","2021/05/07","","","10.1016/j.pulmoe.2021.03.006"
"33957973","Angiotensin-(1-7) oral formulation improves physical performance in mountain bike athletes: a double-blinded crossover study","de Moura SS, Mendes ATP, de Assis Dias Martins-Júnior F, Totou NL, Coelho DB, Oliveira EC, Motta-Santos D, Dos Santos RAS, Becker LK.","BMC Sports Sci Med Rehabil. 2021 May 6;13(1):47. doi: 10.1186/s13102-021-00274-4.","de Moura SS","BMC Sports Sci Med Rehabil","2021","2021/05/07","PMC8101253","","10.1186/s13102-021-00274-4"
"33957100","Characterization of Aerosol Generation During Various Intensities of Exercise","Sajgalik P, Garzona-Navas A, Csécs I, Askew JW, Lopez-Jimenez F, Niven AS, Johnson BD, Allison TG.","Chest. 2021 Oct;160(4):1377-1387. doi: 10.1016/j.chest.2021.04.041. Epub 2021 May 3.","Sajgalik P","Chest","2021","2021/05/06","PMC8473677","","10.1016/j.chest.2021.04.041"
"33956587","Effects of jump training on physical fitness and athletic performance in endurance runners: A meta-analysis","Ramirez-Campillo R, Andrade DC, García-Pinillos F, Negra Y, Boullosa D, Moran J.","J Sports Sci. 2021 Sep;39(18):2030-2050. doi: 10.1080/02640414.2021.1916261. Epub 2021 May 6.","Ramirez-Campillo R","J Sports Sci","2021","2021/05/06","","","10.1080/02640414.2021.1916261"
"33955257","Dynamic cerebral autoregulation and cerebrovascular carbon dioxide reactivity in middle and posterior cerebral arteries in young endurance-trained women","Labrecque L, Drapeau A, Rahimaly K, Imhoff S, Brassard P.","J Appl Physiol (1985). 2021 Jun 1;130(6):1724-1735. doi: 10.1152/japplphysiol.00963.2020. Epub 2021 May 6.","Labrecque L","J Appl Physiol (1985)","2021","2021/05/06","","","10.1152/japplphysiol.00963.2020"
"33955197","Influence of simulated hypogravity on oxygen uptake during treadmill running","Yilmaz K, Burnley M, Böcker J, Müller K, Jones AM, Rittweger J.","Physiol Rep. 2021 May;9(9):e14787. doi: 10.14814/phy2.14787.","Yilmaz K","Physiol Rep","2021","2021/05/06","PMC8100405","","10.14814/phy2.14787"
"33946255","Nonresponders of Physical Activity on Prescription (PAP) Can Increase Their Exercise Capacity with Enhanced Physiotherapist Support","Martinsson Ngouali T, Börjesson M, Cider Å, Lundqvist S.","Int J Environ Res Public Health. 2021 Apr 30;18(9):4795. doi: 10.3390/ijerph18094795.","Martinsson Ngouali T","Int J Environ Res Public Health","2021","2021/05/05","PMC8124559","","10.3390/ijerph18094795"
"32491809","Cardiopulmonary Exercise Testing","Razvi Y, Ladie DE.","2021 May 4. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2022 Jan–.","Razvi YLadie DE","StatPearls","2022","2021/05/04","","",""
"33939591","Impact of wildland firefighting on arterial stiffness and cardiorespiratory fitness","Zeigler Z, Sol J, Greer P, Verduzco L.","Arch Environ Occup Health. 2021 May 3:1-8. doi: 10.1080/19338244.2021.1917497. Online ahead of print.","Zeigler Z","Arch Environ Occup Health","2021","2021/05/03","","","10.1080/19338244.2021.1917497"
"33939229","Effect of different types of regular exercise on physical fitness in adults with overweight or obesity: Systematic review and meta-analyses","van Baak MA, Pramono A, Battista F, Beaulieu K, Blundell JE, Busetto L, Carraça EV, Dicker D, Encantado J, Ermolao A, Farpour-Lambert N, Woodward E, Bellicha A, Oppert JM.","Obes Rev. 2021 Jul;22 Suppl 4(Suppl 4):e13239. doi: 10.1111/obr.13239. Epub 2021 May 3.","van Baak MA","Obes Rev","2021","2021/05/03","PMC8365680","","10.1111/obr.13239"
"33937753","Impact of Three Consecutive Days of Endurance Training Under Hypoxia on Muscle Damage and Inflammatory Responses","Sumi D, Yamaguchi K, Goto K.","Front Sports Act Living. 2021 Apr 15;3:663095. doi: 10.3389/fspor.2021.663095. eCollection 2021.","Sumi D","Front Sports Act Living","2021","2021/05/03","PMC8082451","","10.3389/fspor.2021.663095"
"33935988","The Potent Trypanocidal Effect of LQB303, a Novel Redox-Active Phenyl-Tert-Butyl-Nitrone Derivate That Causes Mitochondrial Collapse in Trypanosoma cruzi","Macedo CM, Saraiva FMS, Paula JIO, Nascimento SB, Costa DSDS, Costa PRR, Dias AG, Paes MC, Nogueira NP.","Front Microbiol. 2021 Apr 15;12:617504. doi: 10.3389/fmicb.2021.617504. eCollection 2021.","Macedo CM","Front Microbiol","2021","2021/05/03","PMC8081855","","10.3389/fmicb.2021.617504"
"33935231","Neuromechanics of Middle-Distance Running Fatigue: A Key Role of the Plantarflexors?","Willer J, Allen SJ, Burden RJ, Folland JP.","Med Sci Sports Exerc. 2021 Oct 1;53(10):2119-2130. doi: 10.1249/MSS.0000000000002695.","Willer J","Med Sci Sports Exerc","2021","2021/05/03","","","10.1249/MSS.0000000000002695"
"33932110","The effects of training on hormonal concentrations and physical performance of football referees","Muscella A, Stefàno E, Marsigliante S.","Physiol Rep. 2021 Apr;9(8):e14740. doi: 10.14814/phy2.14740.","Muscella A","Physiol Rep","2021","2021/05/01","PMC8087984","","10.14814/phy2.14740"
"33926400","Development of cardiorespiratory fitness standards for working memory using receiver operating curves in 15-year-old adolescents","Weber VMR, Fernandes DZ, Volpato LA, de Oliveira Bueno MR, Romanzini M, Castro-Piñero J, Ronque ERV.","BMC Pediatr. 2021 Apr 29;21(1):208. doi: 10.1186/s12887-021-02681-5.","Weber VMR","BMC Pediatr","2021","2021/04/30","PMC8082830","","10.1186/s12887-021-02681-5"
"33925277","Effects of Circuit Weight-Interval Training on Physical Fitness, Cardiac Autonomic Control, and Quality of Life in Sedentary Workers","Oliveira-Junior SA, Boullosa D, Mendonça MLM, Vieira LFC, Mattos WW, Amaral BOC, Lima-Borges DS, Reis FA, Cezar MDM, Vanderlei LCM, Martinez PF.","Int J Environ Res Public Health. 2021 Apr 27;18(9):4606. doi: 10.3390/ijerph18094606.","Oliveira-Junior SA","Int J Environ Res Public Health","2021","2021/04/30","PMC8123620","","10.3390/ijerph18094606"
"33924785","Effects of Resistance Circuit-Based Training on Body Composition, Strength and Cardiorespiratory Fitness: A Systematic Review and Meta-Analysis","Ramos-Campo DJ, Andreu Caravaca L, Martínez-Rodríguez A, Rubio-Arias JÁ.","Biology (Basel). 2021 Apr 28;10(5):377. doi: 10.3390/biology10050377.","Ramos-Campo DJ","Biology (Basel)","2021","2021/04/30","PMC8145598","","10.3390/biology10050377"
"33921538","Physical and Physiological Predictors of FRAN CrossFit(®) WOD Athlete's Performance","Leitão L, Dias M, Campos Y, Vieira JG, Sant'Ana L, Telles LG, Tavares C, Mazini M, Novaes J, Vianna J.","Int J Environ Res Public Health. 2021 Apr 12;18(8):4070. doi: 10.3390/ijerph18084070.","Leitão L","Int J Environ Res Public Health","2021","2021/04/30","PMC8069540","","10.3390/ijerph18084070"
"33921002","Are the Assioma Favero Power Meter Pedals a Reliable Tool for Monitoring Cycling Power Output?","Rodríguez-Rielves V, Lillo-Beviá JR, Buendía-Romero Á, Martínez-Cava A, Hernández-Belmonte A, Courel-Ibáñez J, Pallarés JG.","Sensors (Basel). 2021 Apr 15;21(8):2789. doi: 10.3390/s21082789.","Rodríguez-Rielves V","Sensors (Basel)","2021","2021/04/30","PMC8071453","","10.3390/s21082789"
"33920935","Effects of Two Physical Training Programs on the Cognitive Status of a Group of Older Adults in Chile","Castillo Quezada H, Martínez-Salazar C, Fuentealba-Urra S, Hernández-Mosqueira C, Araneda Garcés N, Rodríguez-Rodríguez F, Concha-Cisternas Y, Molina-Sotomayor E.","Int J Environ Res Public Health. 2021 Apr 15;18(8):4186. doi: 10.3390/ijerph18084186.","Castillo Quezada H","Int J Environ Res Public Health","2021","2021/04/30","PMC8071321","","10.3390/ijerph18084186"
"33918866","The Effects of 15 or 30 s SIT in Normobaric Hypoxia on Aerobic, Anaerobic Performance and Critical Power","Karabiyik H, Eser MC, Guler O, Yasli BC, Ertetik G, Sisman A, Koz M, Gabrys T, Pilis K, Karayigit R.","Int J Environ Res Public Health. 2021 Apr 9;18(8):3976. doi: 10.3390/ijerph18083976.","Karabiyik H","Int J Environ Res Public Health","2021","2021/04/30","PMC8069352","","10.3390/ijerph18083976"
"33918616","Aerobic Continuous and Interval Training under Hypoxia Enhances Endurance Exercise Performance with Hemodynamic and Autonomic Nervous System Function in Amateur Male Swimmers","Kim SW, Jung WS, Kim JW, Nam SS, Park HY.","Int J Environ Res Public Health. 2021 Apr 9;18(8):3944. doi: 10.3390/ijerph18083944.","Kim SW","Int J Environ Res Public Health","2021","2021/04/30","PMC8068973","","10.3390/ijerph18083944"
"33917341","Effect of Uphill Running on VO(2), Heart Rate and Lactate Accumulation on Lower Body Positive Pressure Treadmills","Fleckenstein D, Ueberschär O, Wüstenfeld JC, Rüdrich P, Wolfarth B.","Sports (Basel). 2021 Apr 6;9(4):51. doi: 10.3390/sports9040051.","Fleckenstein D","Sports (Basel)","2021","2021/04/30","PMC8067390","","10.3390/sports9040051"
"33915879","The Relationship between VO(2)max, Power Management, and Increased Running Speed: Towards Gait Pattern Recognition through Clustering Analysis","Pardo Albiach J, Mir-Jimenez M, Hueso Moreno V, Nácher Moltó I, Martínez-Gramage J.","Sensors (Basel). 2021 Apr 1;21(7):2422. doi: 10.3390/s21072422.","Pardo Albiach J","Sensors (Basel)","2021","2021/04/30","PMC8037243","","10.3390/s21072422"
"33915744","High-Intensity Interval Exercise Performance and Short-Term Metabolic Responses to Overnight-Fasted Acute-Partial Sleep Deprivation","Papadakis Z, Forsse JS, Stamatis A.","Int J Environ Res Public Health. 2021 Apr 1;18(7):3655. doi: 10.3390/ijerph18073655.","Papadakis Z","Int J Environ Res Public Health","2021","2021/04/30","PMC8037712","","10.3390/ijerph18073655"
"33914281","The Oxygen Uptake Plateau-A Critical Review of the Frequently Misunderstood Phenomenon","Niemeyer M, Knaier R, Beneke R.","Sports Med. 2021 Sep;51(9):1815-1834. doi: 10.1007/s40279-021-01471-4. Epub 2021 Apr 29.","Niemeyer M","Sports Med","2021","2021/04/29","PMC8363556","","10.1007/s40279-021-01471-4"
"33914154","Physiological and performance responses of sprint interval training and endurance training in Gaelic football players","Kelly DT, Cregg CJ, O'Connor PL, Cullen BD, Moyna NM.","Eur J Appl Physiol. 2021 Aug;121(8):2265-2275. doi: 10.1007/s00421-021-04699-0. Epub 2021 Apr 29.","Kelly DT","Eur J Appl Physiol","2021","2021/04/29","","","10.1007/s00421-021-04699-0"
"33913170","Genetic and epigenetic regulation of skeletal muscle ribosome biogenesis with exercise","Figueiredo VC, Wen Y, Alkner B, Fernandez-Gonzalo R, Norrbom J, Vechetti IJ Jr, Valentino T, Mobley CB, Zentner GE, Peterson CA, McCarthy JJ, Murach KA, von Walden F.","J Physiol. 2021 Jul;599(13):3363-3384. doi: 10.1113/JP281244. Epub 2021 Jun 3.","Figueiredo VC","J Physiol","2021","2021/04/29","","","10.1113/JP281244"
"33912075","Training, Anthropometric, and Physiological Characteristics in Men Recreational Marathon Runners: The Role of Sport Experience","Nikolaidis PT, Clemente-Suárez VJ, Chlíbková D, Knechtle B.","Front Physiol. 2021 Apr 12;12:666201. doi: 10.3389/fphys.2021.666201. eCollection 2021.","Nikolaidis PT","Front Physiol","2021","2021/04/29","PMC8075001","","10.3389/fphys.2021.666201"
"33905304","Effects of chronic dietary grape seed extract supplementation on aortic stiffness and hemodynamic responses in obese/overweight males during submaximal exercise","Dillon K, Shariffi B, Gillum T, Boyer W, Sullivan S, Kim JK.","Eur J Sport Sci. 2021 May 20:1-8. doi: 10.1080/17461391.2021.1923815. Online ahead of print.","Dillon K","Eur J Sport Sci","2021","2021/04/27","","","10.1080/17461391.2021.1923815"
"33905293","Skeletal muscle properties and vascular function do not differ between healthy, young vegan and omnivorous men","Page J, Erskine RM, Hopkins ND.","Eur J Sport Sci. 2021 May 19:1-10. doi: 10.1080/17461391.2021.1923814. Online ahead of print.","Page J","Eur J Sport Sci","2021","2021/04/27","","","10.1080/17461391.2021.1923814"
"33904659","Effect of a single bout of morning or afternoon exercise on glucose fluctuation in young healthy men","Tanaka Y, Ogata H, Park I, Ando A, Ishihara A, Kayaba M, Yajima K, Suzuki C, Araki A, Osumi H, Zhang S, Seol J, Takahashi K, Nabekura Y, Satoh M, Tokuyama K.","Physiol Rep. 2021 Apr;9(7):e14784. doi: 10.14814/phy2.14784.","Tanaka Y","Physiol Rep","2021","2021/04/27","PMC8077162","","10.14814/phy2.14784"
"33904652","Interval-induced metabolic perturbation determines tissue fluid shifts into skeletal muscle","Mandić M, Forsgren MF, Romu T, Widholm P, Sundblad P, Gustafsson T, Rullman E.","Physiol Rep. 2021 Apr;9(7):e14841. doi: 10.14814/phy2.14841.","Mandić M","Physiol Rep","2021","2021/04/27","PMC8077120","","10.14814/phy2.14841"
"33900580","Evaluating the Accuracy of Using Fixed Ranges of METs to Categorize Exertional Intensity in a Heterogeneous Group of Healthy Individuals: Implications for Cardiorespiratory Fitness and Health Outcomes","Iannetta D, Keir DA, Fontana FY, Inglis EC, Mattu AT, Paterson DH, Pogliaghi S, Murias JM.","Sports Med. 2021 Nov;51(11):2411-2421. doi: 10.1007/s40279-021-01476-z. Epub 2021 Apr 26.","Iannetta D","Sports Med","2021","2021/04/26","","","10.1007/s40279-021-01476-z"
